intervention_id,order_id,merchant_id,intervention_type,action_owner,initiated_by,confidence_score,outcome,executed_at,completed_at
INT00927,ORD002634,M075,express_upgrade,delhivery,system,0.5374,pending,2026-02-20 10:07:32,
INT00928,ORD000520,M046,merchant_confirmation,merchant,merchant,0.8065,successful_delivery,2025-11-25 13:36:46,2025-11-28 01:36:46
INT00929,ORD002714,M107,premium_courier,delhivery,system,0.4713,successful_delivery,2025-10-29 15:44:23,2025-11-01 11:44:23
INT00930,ORD000563,M003,verification,delhivery,system,0.5793,pending,2026-01-06 23:26:17,
INT00931,ORD002179,M030,premium_courier,delhivery,system,0.7679,successful_delivery,2026-02-25 10:40:09,2026-02-27 13:40:09
INT00932,ORD002094,M071,cod_to_prepaid,merchant,system,0.7949,successful_delivery,2026-01-01 08:50:52,2026-01-04 02:50:52
INT00933,ORD001781,M100,premium_courier,delhivery,system,0.9150,rto,2025-11-02 17:40:59,2025-11-05 07:40:59
INT00934,ORD002961,M077,verification,delhivery,system,0.8579,pending,2025-12-24 17:47:15,
INT00935,ORD001332,M039,masked_calling,delhivery,system,0.9256,pending,2026-01-18 22:56:40,
INT00936,ORD003584,M001,express_upgrade,delhivery,system,0.6280,successful_delivery,2025-11-27 18:49:10,2025-11-30 00:49:10
INT00937,ORD002401,M030,premium_courier,delhivery,system,0.8217,rto,2025-12-20 05:36:40,2025-12-21 00:36:40
INT00938,ORD001601,M015,cod_to_prepaid,merchant,merchant,0.8414,rto,2026-02-19 18:36:03,2026-02-21 12:36:03
INT00939,ORD002769,M086,merchant_confirmation,merchant,system,0.8443,successful_delivery,2025-12-23 16:12:25,2025-12-24 05:12:25
INT00940,ORD001513,M063,premium_courier,delhivery,system,0.8263,pending,2026-01-19 09:27:50,
INT00941,ORD002857,M108,address_enrichment_outreach,delhivery,system,0.6115,successful_delivery,2026-03-17 22:02:37,2026-03-20 14:02:37
INT00942,ORD000827,M053,masked_calling,delhivery,system,0.6241,pending,2025-10-19 10:51:08,
INT00943,ORD000163,M044,merchant_confirmation,merchant,system,0.8605,successful_delivery,2025-11-09 11:04:41,2025-11-10 05:04:41
INT00944,ORD004790,M038,cod_to_prepaid_outreach,delhivery,system,0.5982,successful_delivery,2026-02-27 17:44:38,2026-03-01 05:44:38
INT00945,ORD001694,M025,premium_courier,delhivery,system,0.6749,successful_delivery,2025-11-20 17:56:25,2025-11-21 23:56:25
INT00946,ORD004002,M013,premium_courier,delhivery,system,0.6262,successful_delivery,2025-11-12 10:10:40,2025-11-12 18:10:40
INT00947,ORD000092,M034,cod_to_prepaid,merchant,merchant,0.6631,rto,2026-03-19 17:13:13,2026-03-21 21:13:13
INT00948,ORD003644,M100,merchant_confirmation,merchant,system,0.8755,successful_delivery,2026-03-21 18:31:46,2026-03-24 17:31:46
INT00949,ORD002604,M017,masked_calling,delhivery,system,0.4945,successful_delivery,2025-10-31 20:14:16,2025-11-01 23:14:16
INT00950,ORD000956,M038,verification,delhivery,system,0.6862,rto,2025-12-25 05:36:34,2025-12-27 20:36:34
INT00951,ORD003194,M007,premium_courier,delhivery,system,0.4181,rto,2025-10-19 06:45:28,2025-10-21 20:45:28
INT00952,ORD003976,M022,verification,delhivery,system,0.7453,pending,2026-01-23 22:00:00,
INT00953,ORD001849,M042,cod_to_prepaid,merchant,system,1.0000,rto,2025-12-18 11:17:39,2025-12-20 13:17:39
INT00954,ORD003425,M083,verification,delhivery,system,0.8974,successful_delivery,2026-01-03 20:37:42,2026-01-06 05:37:42
INT00955,ORD001853,M031,cod_to_prepaid,merchant,system,0.6135,successful_delivery,2026-01-24 08:04:57,2026-01-24 21:04:57
INT00956,ORD002881,M020,address_enrichment_outreach,delhivery,system,0.5221,rto,2025-12-17 10:49:08,2025-12-17 23:49:08
INT00957,ORD003134,M079,verification,delhivery,system,0.9077,rto,2026-02-18 21:48:15,2026-02-20 14:48:15
INT00958,ORD001860,M012,cod_to_prepaid,merchant,system,0.6843,rto,2026-01-28 22:04:07,2026-01-30 14:04:07
INT00959,ORD002012,M088,address_enrichment_outreach,delhivery,system,0.7287,pending,2026-02-14 15:49:01,
INT00960,ORD004926,M052,verification,delhivery,system,0.5951,pending,2025-11-27 15:28:53,
INT00961,ORD002571,M014,verification,delhivery,system,0.8467,rto,2026-01-15 02:18:17,2026-01-18 02:18:17
INT00962,ORD003138,M007,merchant_confirmation,merchant,system,0.8404,pending,2025-12-17 23:34:43,
INT00963,ORD001991,M054,merchant_confirmation,merchant,system,0.5285,pending,2026-02-18 11:22:54,
INT00964,ORD002786,M046,verification,delhivery,system,0.7536,pending,2026-02-22 21:39:46,
INT00965,ORD001908,M117,masked_calling,delhivery,system,0.8277,pending,2026-03-16 14:35:26,
INT00966,ORD001135,M082,verification,delhivery,system,0.8796,successful_delivery,2026-01-19 22:53:13,2026-01-22 02:53:13
INT00967,ORD001336,M092,cod_to_prepaid,merchant,system,0.5975,successful_delivery,2026-01-22 09:43:23,2026-01-25 01:43:23
INT00968,ORD002830,M084,cod_to_prepaid,merchant,system,0.8390,rto,2026-01-19 18:11:45,2026-01-21 23:11:45
INT00969,ORD000925,M039,address_enrichment_outreach,delhivery,system,0.8105,pending,2026-03-27 12:26:18,
INT00970,ORD002470,M067,cod_to_prepaid,merchant,merchant,0.9368,successful_delivery,2025-12-29 13:47:16,2026-01-01 00:47:16
INT00971,ORD003699,M117,masked_calling,delhivery,system,0.6405,pending,2026-01-08 07:06:21,
INT00972,ORD003166,M007,express_upgrade,delhivery,system,0.5626,successful_delivery,2026-01-03 11:05:41,2026-01-03 21:05:41
INT00973,ORD001731,M034,premium_courier,delhivery,system,0.8058,successful_delivery,2025-11-08 22:42:41,2025-11-10 07:42:41
INT00974,ORD000157,M017,verification,delhivery,system,0.4876,pending,2025-10-30 15:29:42,
INT00975,ORD000934,M094,masked_calling,delhivery,system,0.7275,successful_delivery,2025-10-16 19:12:06,2025-10-19 03:12:06
INT00976,ORD002167,M090,premium_courier,delhivery,system,0.8143,pending,2026-02-20 18:14:55,
INT00977,ORD001065,M087,express_upgrade,delhivery,system,0.4291,rto,2025-11-01 16:32:35,2025-11-03 17:32:35
INT00978,ORD001576,M085,address_enrichment_outreach,delhivery,system,0.5294,successful_delivery,2025-10-15 23:09:47,2025-10-16 19:09:47
INT00979,ORD003143,M045,cod_to_prepaid,merchant,merchant,0.7593,successful_delivery,2026-03-01 23:28:32,2026-03-02 07:28:32
INT00980,ORD001856,M029,premium_courier,delhivery,system,1.0000,pending,2025-11-10 13:25:53,
INT00981,ORD004694,M098,premium_courier,delhivery,system,0.9388,successful_delivery,2026-01-17 17:07:25,2026-01-17 19:07:25
INT00982,ORD002625,M034,merchant_confirmation,merchant,merchant,0.7177,successful_delivery,2025-11-05 16:12:17,2025-11-08 05:12:17
INT00983,ORD004420,M117,verification,delhivery,system,0.7175,successful_delivery,2025-10-19 10:09:24,2025-10-22 07:09:24
INT00984,ORD000384,M069,merchant_confirmation,merchant,merchant,0.8284,successful_delivery,2025-11-07 10:10:11,2025-11-08 12:10:11
INT00985,ORD002998,M071,premium_courier,delhivery,system,0.6983,successful_delivery,2025-12-15 08:05:35,2025-12-15 18:05:35
INT00986,ORD000457,M100,merchant_confirmation,merchant,system,0.8005,successful_delivery,2026-01-15 10:41:30,2026-01-16 13:41:30
INT00987,ORD002287,M026,express_upgrade,delhivery,system,0.7211,successful_delivery,2025-10-24 20:21:22,2025-10-26 22:21:22
INT00988,ORD004781,M067,address_enrichment_outreach,delhivery,system,0.4936,pending,2025-10-16 21:46:31,
INT00989,ORD000329,M004,cod_to_prepaid,merchant,system,0.7612,successful_delivery,2026-01-21 12:18:18,2026-01-23 00:18:18
INT00990,ORD000576,M013,verification,delhivery,system,0.7551,successful_delivery,2026-02-28 15:15:31,2026-03-02 11:15:31
INT00991,ORD004942,M089,merchant_confirmation,merchant,system,0.5922,successful_delivery,2026-01-30 09:02:07,2026-02-02 05:02:07
INT00992,ORD003274,M043,merchant_confirmation,merchant,system,0.5349,rto,2026-03-16 10:54:45,2026-03-17 02:54:45
INT00993,ORD002779,M067,cod_to_prepaid,merchant,merchant,0.7501,successful_delivery,2025-10-01 16:35:19,2025-10-01 23:35:19
INT00994,ORD002335,M088,verification,delhivery,system,0.7466,successful_delivery,2026-03-30 21:03:35,2026-03-31 19:03:35
INT00995,ORD000222,M100,cod_to_prepaid,merchant,system,0.9957,pending,2025-10-27 13:18:10,
INT00996,ORD001780,M024,premium_courier,delhivery,system,0.8102,pending,2025-10-03 17:41:34,
INT00997,ORD000701,M118,merchant_confirmation,merchant,system,0.7555,successful_delivery,2026-02-15 07:25:24,2026-02-17 19:25:24
INT00998,ORD003487,M056,cod_to_prepaid_outreach,delhivery,system,0.5840,successful_delivery,2025-11-11 17:35:04,2025-11-14 03:35:04
INT00999,ORD003250,M088,premium_courier,delhivery,system,0.5710,successful_delivery,2026-02-09 22:20:18,2026-02-10 06:20:18
INT01000,ORD002228,M014,cod_to_prepaid,merchant,system,0.6918,rto,2026-02-28 18:22:33,2026-03-01 17:22:33
INT01001,ORD003453,M085,merchant_confirmation,merchant,system,0.6228,rto,2025-12-30 07:18:28,2026-01-01 10:18:28
INT01002,ORD002853,M030,masked_calling,delhivery,system,0.7325,successful_delivery,2025-12-07 15:15:31,2025-12-07 17:15:31
INT01003,ORD004068,M046,premium_courier,delhivery,system,0.7905,successful_delivery,2026-01-15 20:24:31,2026-01-16 03:24:31
INT01004,ORD002124,M053,premium_courier,delhivery,system,0.6254,rto,2025-10-18 22:47:36,2025-10-20 22:47:36
INT01005,ORD000672,M052,verification,delhivery,system,0.8114,rto,2025-11-09 00:09:59,2025-11-10 13:09:59
INT01006,ORD004219,M097,address_enrichment_outreach,delhivery,system,0.7700,successful_delivery,2026-02-13 08:57:41,2026-02-14 23:57:41
INT01007,ORD001505,M010,verification,delhivery,system,0.8014,successful_delivery,2025-10-08 23:00:32,2025-10-09 09:00:32
INT01008,ORD001427,M025,merchant_confirmation,merchant,system,0.8954,successful_delivery,2026-03-24 15:18:47,2026-03-26 00:18:47
INT01009,ORD001362,M056,premium_courier,delhivery,system,0.7888,successful_delivery,2026-03-02 17:44:59,2026-03-04 14:44:59
INT01010,ORD002120,M004,cod_to_prepaid,merchant,merchant,0.9144,successful_delivery,2025-12-09 19:51:48,2025-12-12 17:51:48
INT01011,ORD002658,M010,premium_courier,delhivery,system,0.6700,successful_delivery,2025-10-03 12:02:18,2025-10-06 09:02:18
INT01012,ORD004414,M040,cod_to_prepaid,merchant,system,0.6146,successful_delivery,2025-12-25 17:30:33,2025-12-26 18:30:33
INT01013,ORD004214,M100,masked_calling,delhivery,system,0.6851,successful_delivery,2025-12-15 03:38:15,2025-12-16 02:38:15
INT01014,ORD003038,M016,cod_to_prepaid,merchant,merchant,0.5102,successful_delivery,2026-03-30 13:12:48,2026-04-01 02:12:48
INT01015,ORD004052,M036,merchant_confirmation,merchant,merchant,0.8746,successful_delivery,2025-11-15 10:29:33,2025-11-16 21:29:33
INT01016,ORD003543,M108,express_upgrade,delhivery,system,0.9509,successful_delivery,2026-01-28 20:37:44,2026-01-31 20:37:44
INT01017,ORD003272,M109,merchant_confirmation,merchant,merchant,0.7629,successful_delivery,2025-11-14 16:40:34,2025-11-16 15:40:34
INT01018,ORD001535,M082,merchant_confirmation,merchant,merchant,0.6152,successful_delivery,2025-11-28 09:41:16,2025-11-28 12:41:16
INT01019,ORD004676,M036,premium_courier,delhivery,system,0.4968,rto,2026-03-26 22:11:12,2026-03-28 19:11:12
INT01020,ORD000865,M060,premium_courier,delhivery,system,0.9030,successful_delivery,2025-11-10 11:33:14,2025-11-13 11:33:14
INT01021,ORD003617,M119,cod_to_prepaid_outreach,delhivery,system,0.5086,successful_delivery,2026-01-29 23:23:46,2026-02-01 18:23:46
INT01022,ORD000832,M073,cod_to_prepaid,merchant,merchant,0.8700,successful_delivery,2026-01-21 07:17:24,2026-01-22 09:17:24
INT01023,ORD002346,M091,cod_to_prepaid,merchant,system,0.7409,successful_delivery,2025-12-10 07:53:14,2025-12-11 07:53:14
INT01024,ORD003128,M101,merchant_confirmation,merchant,merchant,0.5532,successful_delivery,2026-03-14 01:29:22,2026-03-16 14:29:22
INT01025,ORD001312,M088,address_enrichment_outreach,delhivery,system,0.7201,successful_delivery,2025-11-06 12:49:59,2025-11-09 01:49:59
INT01026,ORD004391,M117,masked_calling,delhivery,system,0.6696,successful_delivery,2025-12-18 08:23:28,2025-12-20 01:23:28
INT01027,ORD000568,M028,cod_to_prepaid_outreach,delhivery,system,0.9974,rto,2026-03-17 10:28:20,2026-03-19 20:28:20
INT01028,ORD001690,M057,cod_to_prepaid,merchant,system,1.0000,successful_delivery,2025-12-22 16:09:36,2025-12-25 07:09:36
INT01029,ORD002920,M011,verification,delhivery,system,0.7103,rto,2026-02-12 13:30:36,2026-02-14 05:30:36
INT01030,ORD004231,M046,cod_to_prepaid,merchant,system,0.6139,successful_delivery,2026-01-03 15:11:12,2026-01-05 18:11:12
INT01031,ORD003072,M099,masked_calling,delhivery,system,0.5982,rto,2025-11-10 15:14:29,2025-11-12 09:14:29
INT01032,ORD000208,M076,merchant_confirmation,merchant,system,0.8287,rto,2026-03-19 22:06:54,2026-03-21 12:06:54
INT01033,ORD003943,M057,premium_courier,delhivery,system,0.8492,successful_delivery,2025-12-27 00:16:36,2025-12-29 21:16:36
INT01034,ORD001413,M037,verification,delhivery,system,0.8607,successful_delivery,2025-11-16 16:25:28,2025-11-18 00:25:28
INT01035,ORD003165,M031,premium_courier,delhivery,system,0.9321,successful_delivery,2025-11-22 13:23:20,2025-11-25 13:23:20
INT01036,ORD002592,M098,premium_courier,delhivery,system,0.5156,successful_delivery,2026-02-26 22:21:07,2026-03-01 09:21:07
INT01037,ORD001406,M029,merchant_confirmation,merchant,system,0.5676,successful_delivery,2025-10-23 13:41:05,2025-10-25 15:41:05
INT01038,ORD004531,M001,cod_to_prepaid,merchant,system,0.8177,pending,2026-01-29 22:20:43,
INT01039,ORD000633,M015,merchant_confirmation,merchant,system,0.7580,successful_delivery,2026-01-27 19:55:27,2026-01-29 12:55:27
INT01040,ORD003966,M068,merchant_confirmation,merchant,system,0.8289,rto,2025-12-04 17:10:28,2025-12-05 16:10:28
INT01041,ORD002414,M095,cod_to_prepaid,merchant,merchant,0.6474,rto,2026-02-26 09:15:41,2026-02-28 21:15:41
INT01042,ORD001145,M014,cod_to_prepaid,merchant,system,0.6978,successful_delivery,2026-02-02 22:22:56,2026-02-04 12:22:56
INT01043,ORD000615,M028,verification,delhivery,system,0.6494,successful_delivery,2025-11-21 10:50:46,2025-11-21 15:50:46
INT01044,ORD003537,M057,verification,delhivery,system,0.7098,pending,2026-03-15 21:45:41,
INT01045,ORD003673,M104,premium_courier,delhivery,system,0.8393,successful_delivery,2026-01-16 21:05:36,2026-01-19 20:05:36
INT01046,ORD000669,M071,verification,delhivery,system,0.7216,rto,2026-02-28 02:40:52,2026-03-02 13:40:52
INT01047,ORD001401,M039,cod_to_prepaid,merchant,merchant,0.8564,successful_delivery,2026-03-30 10:05:22,2026-03-31 11:05:22
INT01048,ORD000857,M112,verification,delhivery,system,0.9334,rto,2025-12-17 06:12:50,2025-12-19 01:12:50
INT01049,ORD003277,M072,verification,delhivery,system,0.7589,pending,2025-10-19 00:25:20,
INT01050,ORD001106,M003,verification,delhivery,system,0.7778,successful_delivery,2025-10-24 12:05:00,2025-10-26 11:05:00
INT01051,ORD001203,M039,cod_to_prepaid,merchant,merchant,0.5723,successful_delivery,2025-10-23 20:05:37,2025-10-25 17:05:37
INT01052,ORD001920,M110,merchant_confirmation,merchant,merchant,0.8442,rto,2025-11-12 11:12:49,2025-11-12 19:12:49
INT01053,ORD004355,M029,merchant_confirmation,merchant,system,0.6563,rto,2025-11-15 14:12:30,2025-11-16 07:12:30
INT01054,ORD000480,M022,merchant_confirmation,merchant,merchant,0.5858,rto,2026-02-10 11:01:06,2026-02-12 02:01:06
INT01055,ORD002375,M027,address_enrichment_outreach,delhivery,system,0.4488,successful_delivery,2025-12-10 10:48:49,2025-12-12 17:48:49
INT01056,ORD002379,M041,premium_courier,delhivery,system,0.5997,pending,2026-03-11 13:51:26,
INT01057,ORD003327,M115,premium_courier,delhivery,system,0.9077,successful_delivery,2025-10-15 10:04:04,2025-10-17 15:04:04
INT01058,ORD004953,M087,merchant_confirmation,merchant,system,0.7254,rto,2025-10-21 15:46:33,2025-10-24 08:46:33
INT01059,ORD003430,M049,cod_to_prepaid_outreach,delhivery,system,0.5579,successful_delivery,2025-10-30 07:08:59,2025-11-02 07:08:59
INT01060,ORD003389,M111,verification,delhivery,system,0.5749,pending,2025-11-18 10:23:27,
INT01061,ORD001653,M086,cod_to_prepaid,merchant,system,0.5226,successful_delivery,2026-01-09 04:25:37,2026-01-10 09:25:37
INT01062,ORD001599,M081,express_upgrade,delhivery,system,0.6570,successful_delivery,2025-10-18 23:44:42,2025-10-20 16:44:42
INT01063,ORD001855,M119,cod_to_prepaid,merchant,merchant,0.4661,successful_delivery,2025-11-14 18:58:35,2025-11-15 06:58:35
INT01064,ORD003204,M066,premium_courier,delhivery,system,0.6803,successful_delivery,2025-10-17 18:42:11,2025-10-20 11:42:11
INT01065,ORD002337,M036,premium_courier,delhivery,system,0.9496,successful_delivery,2026-02-26 12:04:16,2026-03-01 06:04:16
INT01066,ORD001969,M049,premium_courier,delhivery,system,0.6908,successful_delivery,2026-02-28 09:16:08,2026-03-02 12:16:08
INT01067,ORD000475,M066,premium_courier,delhivery,system,0.6630,successful_delivery,2026-01-25 19:25:08,2026-01-28 08:25:08
INT01068,ORD001220,M012,verification,delhivery,system,0.7069,successful_delivery,2025-11-21 22:34:36,2025-11-24 13:34:36
INT01069,ORD000978,M039,masked_calling,delhivery,system,0.7294,rto,2026-01-28 14:39:29,2026-01-30 14:39:29
INT01070,ORD004363,M015,merchant_confirmation,merchant,system,0.5844,successful_delivery,2026-03-27 08:19:13,2026-03-30 04:19:13
INT01071,ORD002251,M013,verification,delhivery,system,0.8095,pending,2026-02-22 15:06:19,
INT01072,ORD000888,M081,merchant_confirmation,merchant,system,0.7769,rto,2025-11-27 22:07:34,2025-11-29 02:07:34
INT01073,ORD002111,M094,verification,delhivery,system,0.7730,pending,2026-03-12 17:36:43,
INT01074,ORD001916,M050,verification,delhivery,system,0.5935,successful_delivery,2026-01-08 15:10:59,2026-01-10 09:10:59
INT01075,ORD000623,M008,premium_courier,delhivery,system,0.8088,successful_delivery,2025-11-11 08:48:05,2025-11-12 07:48:05
INT01076,ORD000590,M029,verification,delhivery,system,0.6396,pending,2026-01-15 00:06:17,
INT01077,ORD001454,M060,cod_to_prepaid,merchant,merchant,0.7850,rto,2025-10-23 19:49:36,2025-10-24 01:49:36
INT01078,ORD000249,M013,merchant_confirmation,merchant,system,0.7956,pending,2026-02-21 19:54:39,
INT01079,ORD001757,M102,cod_to_prepaid_outreach,delhivery,system,0.4276,successful_delivery,2026-03-02 21:34:29,2026-03-03 06:34:29
INT01080,ORD000567,M085,merchant_confirmation,merchant,system,0.7189,pending,2026-01-16 11:33:23,
INT01081,ORD003273,M082,premium_courier,delhivery,system,0.7785,successful_delivery,2026-03-30 09:55:30,2026-04-01 17:55:30
INT01082,ORD001213,M024,cancellation,delhivery,system,0.6141,successful_delivery,2025-10-16 18:45:58,2025-10-17 13:45:58
INT01083,ORD004033,M030,merchant_confirmation,merchant,system,0.8717,successful_delivery,2026-01-14 15:50:26,2026-01-15 22:50:26
INT01084,ORD001993,M041,merchant_confirmation,merchant,system,0.5385,pending,2025-12-27 18:18:55,
INT01085,ORD003684,M044,cod_to_prepaid,merchant,system,0.5272,pending,2025-10-13 00:22:13,
INT01086,ORD000047,M103,verification,delhivery,system,0.7844,successful_delivery,2025-10-26 23:13:38,2025-10-27 04:13:38
INT01087,ORD000718,M049,premium_courier,delhivery,system,0.7948,pending,2026-02-16 21:34:49,
INT01088,ORD004960,M030,cod_to_prepaid_outreach,delhivery,system,0.5513,successful_delivery,2025-10-19 17:04:55,2025-10-19 23:04:55
INT01089,ORD000321,M120,masked_calling,delhivery,system,0.7922,successful_delivery,2026-03-02 15:18:33,2026-03-03 10:18:33
INT01090,ORD004711,M085,merchant_confirmation,merchant,system,0.8369,pending,2026-03-13 15:20:56,
INT01091,ORD001059,M083,cod_to_prepaid,merchant,system,0.7025,successful_delivery,2025-12-05 16:49:35,2025-12-08 10:49:35
INT01092,ORD000346,M116,verification,delhivery,system,0.8436,rto,2025-12-23 19:58:42,2025-12-25 21:58:42
INT01093,ORD000460,M110,merchant_confirmation,merchant,system,0.6310,rto,2025-11-05 14:20:32,2025-11-06 19:20:32
INT01094,ORD004558,M051,merchant_confirmation,merchant,system,0.8233,pending,2025-11-19 14:54:47,
INT01095,ORD002295,M114,merchant_confirmation,merchant,system,0.8086,rto,2025-11-24 07:18:18,2025-11-26 20:18:18
INT01096,ORD002048,M035,merchant_confirmation,merchant,system,0.6108,successful_delivery,2025-10-17 15:07:19,2025-10-18 05:07:19
INT01097,ORD004340,M050,verification,delhivery,system,0.6128,successful_delivery,2026-02-02 16:51:56,2026-02-04 15:51:56
INT01098,ORD004135,M003,express_upgrade,delhivery,system,0.8754,successful_delivery,2025-12-06 00:08:23,2025-12-08 07:08:23
INT01099,ORD004630,M050,verification,delhivery,system,0.8985,rto,2025-12-16 10:25:03,2025-12-18 09:25:03
INT01100,ORD001548,M053,cod_to_prepaid,merchant,system,0.7219,pending,2025-11-17 04:15:17,
INT01101,ORD001046,M088,premium_courier,delhivery,system,0.6170,successful_delivery,2025-10-18 23:43:20,2025-10-19 10:43:20
INT01102,ORD002648,M081,address_enrichment_outreach,delhivery,system,0.8922,successful_delivery,2025-11-14 19:10:36,2025-11-15 21:10:36
INT01103,ORD001207,M115,merchant_confirmation,merchant,system,0.7494,rto,2025-11-08 10:46:54,2025-11-09 01:46:54
INT01104,ORD001819,M079,cod_to_prepaid,merchant,merchant,0.7095,rto,2025-10-30 16:55:55,2025-11-02 14:55:55
INT01105,ORD002960,M068,merchant_confirmation,merchant,system,0.5803,rto,2026-03-15 22:49:13,2026-03-16 21:49:13
INT01106,ORD004020,M025,premium_courier,delhivery,system,0.7292,rto,2026-01-22 01:15:56,2026-01-23 17:15:56
INT01107,ORD003041,M062,verification,delhivery,system,0.6417,successful_delivery,2026-02-01 11:32:40,2026-02-04 09:32:40
INT01108,ORD000153,M016,premium_courier,delhivery,system,0.6476,successful_delivery,2026-01-05 14:34:31,2026-01-07 00:34:31
INT01109,ORD004763,M046,premium_courier,delhivery,system,0.7487,successful_delivery,2026-02-01 13:54:23,2026-02-03 00:54:23
INT01110,ORD002253,M044,verification,delhivery,system,0.8816,successful_delivery,2026-03-21 21:13:59,2026-03-24 04:13:59
INT01111,ORD001137,M085,cod_to_prepaid,merchant,merchant,0.5912,pending,2026-02-08 12:30:56,
INT01112,ORD000548,M001,merchant_confirmation,merchant,system,0.8462,rto,2026-03-02 19:00:17,2026-03-05 11:00:17
INT01113,ORD000606,M103,masked_calling,delhivery,system,0.6427,rto,2025-12-28 08:48:40,2025-12-28 16:48:40
INT01114,ORD004266,M114,premium_courier,delhivery,system,0.7493,successful_delivery,2025-10-25 01:56:21,2025-10-26 14:56:21
INT01115,ORD002656,M018,masked_calling,delhivery,system,0.4102,pending,2025-11-07 00:36:44,
INT01116,ORD000695,M038,cod_to_prepaid_outreach,delhivery,system,0.5934,rto,2026-03-06 09:26:44,2026-03-06 14:26:44
INT01117,ORD002435,M040,address_enrichment_outreach,delhivery,system,0.6918,rto,2025-11-04 14:56:32,2025-11-04 16:56:32
INT01118,ORD001184,M115,cod_to_prepaid_outreach,delhivery,system,0.6697,pending,2026-03-03 11:53:43,
INT01119,ORD001473,M097,cod_to_prepaid,merchant,system,0.7611,rto,2025-11-20 12:12:19,2025-11-21 19:12:19
INT01120,ORD002237,M001,cod_to_prepaid_outreach,delhivery,system,0.7601,successful_delivery,2025-11-14 00:07:34,2025-11-16 03:07:34
INT01121,ORD001089,M116,premium_courier,delhivery,system,0.7546,pending,2026-02-20 21:57:04,
INT01122,ORD001042,M012,verification,delhivery,system,0.6201,successful_delivery,2025-11-13 11:55:48,2025-11-14 12:55:48
INT01123,ORD003382,M095,merchant_confirmation,merchant,system,0.7217,successful_delivery,2026-03-30 16:00:03,2026-03-30 19:00:03
INT01124,ORD001869,M036,verification,delhivery,system,0.6086,rto,2025-12-28 11:23:50,2025-12-29 20:23:50
INT01125,ORD002743,M116,merchant_confirmation,merchant,merchant,0.5252,pending,2026-03-09 23:19:59,
INT01126,ORD004861,M082,merchant_confirmation,merchant,system,0.7907,successful_delivery,2025-10-18 09:31:44,2025-10-18 11:31:44
INT01127,ORD002715,M073,premium_courier,delhivery,system,0.8707,successful_delivery,2025-11-26 06:58:08,2025-11-26 17:58:08
INT01128,ORD002144,M115,express_upgrade,delhivery,system,0.7168,rto,2026-03-09 00:29:56,2026-03-09 13:29:56
INT01129,ORD003014,M065,merchant_confirmation,merchant,merchant,0.5489,successful_delivery,2026-01-28 06:52:51,2026-01-30 06:52:51
INT01130,ORD002618,M002,verification,delhivery,system,0.5863,successful_delivery,2025-11-20 22:33:42,2025-11-22 23:33:42
INT01131,ORD004264,M056,merchant_confirmation,merchant,merchant,0.5830,successful_delivery,2026-03-14 20:18:58,2026-03-15 12:18:58
INT01132,ORD001828,M098,cancellation,delhivery,system,0.5860,rto,2025-11-12 12:14:37,2025-11-14 05:14:37
INT01133,ORD004632,M026,verification,delhivery,system,0.9568,successful_delivery,2026-03-13 21:09:17,2026-03-16 02:09:17
INT01134,ORD002256,M039,cod_to_prepaid,merchant,system,0.8496,successful_delivery,2026-03-11 16:20:08,2026-03-13 15:20:08
INT01135,ORD002677,M043,verification,delhivery,system,0.6986,successful_delivery,2026-01-12 16:59:32,2026-01-15 13:59:32
INT01136,ORD000731,M021,merchant_confirmation,merchant,system,0.6297,rto,2026-03-23 23:31:28,2026-03-25 13:31:28
INT01137,ORD003266,M004,merchant_confirmation,merchant,system,0.7482,successful_delivery,2025-12-29 10:23:40,2025-12-31 17:23:40
INT01138,ORD004758,M049,verification,delhivery,system,0.5911,rto,2026-02-12 12:48:38,2026-02-15 04:48:38
INT01139,ORD002877,M108,premium_courier,delhivery,system,1.0000,pending,2025-11-07 19:14:50,
INT01140,ORD004725,M045,premium_courier,delhivery,system,0.8218,successful_delivery,2025-12-30 08:04:26,2026-01-02 02:04:26
INT01141,ORD004042,M037,merchant_confirmation,merchant,merchant,0.6316,rto,2026-03-02 19:02:32,2026-03-04 14:02:32
INT01142,ORD004661,M039,masked_calling,delhivery,system,0.8326,pending,2025-10-20 21:19:25,
INT01143,ORD000799,M065,masked_calling,delhivery,system,0.8384,successful_delivery,2025-12-28 07:49:10,2025-12-30 16:49:10
INT01144,ORD001867,M088,premium_courier,delhivery,system,0.7990,rto,2025-12-27 12:54:21,2025-12-30 03:54:21
INT01145,ORD004262,M017,merchant_confirmation,merchant,merchant,0.6210,pending,2025-12-25 20:46:50,
INT01146,ORD000559,M089,verification,delhivery,system,0.7909,successful_delivery,2026-02-11 21:19:32,2026-02-12 17:19:32
INT01147,ORD003910,M098,address_enrichment_outreach,delhivery,system,0.5542,rto,2026-02-28 23:50:55,2026-03-01 12:50:55
INT01148,ORD004783,M072,cod_to_prepaid,merchant,system,0.6892,successful_delivery,2025-10-23 17:25:51,2025-10-25 21:25:51
INT01149,ORD004305,M117,verification,delhivery,system,0.5237,pending,2026-03-17 23:18:29,
INT01150,ORD001129,M048,address_enrichment_outreach,delhivery,system,0.7256,successful_delivery,2025-10-11 18:04:34,2025-10-14 10:04:34
